filename,augmentation,level,achieved_snr_db
26190b83-39ccb412.jpg,low_light,7,1.22
26190b83-39ccb412.jpg,low_light,8,0.62
26190b83-39ccb412.jpg,low_light,9,0.19
26190b83-39ccb412.jpg,rain,1,22.47
26190b83-39ccb412.jpg,rain,2,16.68
26190b83-39ccb412.jpg,rain,3,12.33
26190b83-39ccb412.jpg,rain,4,9.77
26190b83-39ccb412.jpg,rain,5,7.94
26190b83-39ccb412.jpg,rain,6,6.6
26190b83-39ccb412.jpg,rain,7,5.54
26190b83-39ccb412.jpg,rain,8,4.66
26190b83-39ccb412.jpg,rain,9,3.89
272d52f6-8aac36b3.jpg,motion_blur,1,29.95
272d52f6-8aac36b3.jpg,motion_blur,2,24.78
272d52f6-8aac36b3.jpg,motion_blur,3,22.42
272d52f6-8aac36b3.jpg,motion_blur,4,21.06
272d52f6-8aac36b3.jpg,motion_blur,5,20.07
272d52f6-8aac36b3.jpg,motion_blur,6,19.26
272d52f6-8aac36b3.jpg,motion_blur,7,18.58
272d52f6-8aac36b3.jpg,motion_blur,8,18.02
272d52f6-8aac36b3.jpg,motion_blur,9,17.53
272d52f6-8aac36b3.jpg,low_light,1,8.53
272d52f6-8aac36b3.jpg,low_light,2,6.59
272d52f6-8aac36b3.jpg,low_light,3,5.0
272d52f6-8aac36b3.jpg,low_light,4,3.72
272d52f6-8aac36b3.jpg,low_light,5,2.68
272d52f6-8aac36b3.jpg,low_light,6,1.81
272d52f6-8aac36b3.jpg,low_light,7,1.11
272d52f6-8aac36b3.jpg,low_light,8,0.56
272d52f6-8aac36b3.jpg,low_light,9,0.17
272d52f6-8aac36b3.jpg,rain,1,21.33
272d52f6-8aac36b3.jpg,rain,2,13.4
272d52f6-8aac36b3.jpg,rain,3,9.39
272d52f6-8aac36b3.jpg,rain,4,6.98
272d52f6-8aac36b3.jpg,rain,5,5.24
272d52f6-8aac36b3.jpg,rain,6,3.95
272d52f6-8aac36b3.jpg,rain,7,2.92
272d52f6-8aac36b3.jpg,rain,8,2.08
272d52f6-8aac36b3.jpg,rain,9,1.36
2752681a-e813599a.jpg,motion_blur,1,33.58
2752681a-e813599a.jpg,motion_blur,2,28.57
2752681a-e813599a.jpg,motion_blur,3,26.36
2752681a-e813599a.jpg,motion_blur,4,25.16
2752681a-e813599a.jpg,motion_blur,5,24.36
2752681a-e813599a.jpg,motion_blur,6,23.74
2752681a-e813599a.jpg,motion_blur,7,23.22
2752681a-e813599a.jpg,motion_blur,8,22.77
2752681a-e813599a.jpg,motion_blur,9,22.39
2752681a-e813599a.jpg,low_light,1,10.09
2752681a-e813599a.jpg,low_light,2,7.58
2752681a-e813599a.jpg,low_light,3,5.65
2752681a-e813599a.jpg,low_light,4,4.15
2752681a-e813599a.jpg,low_light,5,2.97
2752681a-e813599a.jpg,low_light,6,2.0
2752681a-e813599a.jpg,low_light,7,1.23
2752681a-e813599a.jpg,low_light,8,0.63
2752681a-e813599a.jpg,low_light,9,0.19
2752681a-e813599a.jpg,rain,1,20.72
2752681a-e813599a.jpg,rain,2,16.33
2752681a-e813599a.jpg,rain,3,12.93
2752681a-e813599a.jpg,rain,4,10.79
2752681a-e813599a.jpg,rain,5,9.21
2752681a-e813599a.jpg,rain,6,8.04
2752681a-e813599a.jpg,rain,7,7.11
2752681a-e813599a.jpg,rain,8,6.35
2752681a-e813599a.jpg,rain,9,5.7
27645526-f038b033.jpg,motion_blur,1,26.99
27645526-f038b033.jpg,motion_blur,2,22.34
27645526-f038b033.jpg,motion_blur,3,20.42
27645526-f038b033.jpg,motion_blur,4,19.36
27645526-f038b033.jpg,motion_blur,5,18.6
27645526-f038b033.jpg,motion_blur,6,18.0
27645526-f038b033.jpg,motion_blur,7,17.5
27645526-f038b033.jpg,motion_blur,8,17.09
27645526-f038b033.jpg,motion_blur,9,16.73
27645526-f038b033.jpg,low_light,1,8.46
27645526-f038b033.jpg,low_light,2,6.53
27645526-f038b033.jpg,low_light,3,4.96
27645526-f038b033.jpg,low_light,4,3.69
27645526-f038b033.jpg,low_light,5,2.66
27645526-f038b033.jpg,low_light,6,1.79
27645526-f038b033.jpg,low_light,7,1.1
27645526-f038b033.jpg,low_light,8,0.56
27645526-f038b033.jpg,low_light,9,0.16
27645526-f038b033.jpg,rain,1,21.06
27645526-f038b033.jpg,rain,2,14.31
27645526-f038b033.jpg,rain,3,10.39
27645526-f038b033.jpg,rain,4,8.02
27645526-f038b033.jpg,rain,5,6.3
27645526-f038b033.jpg,rain,6,5.0
27645526-f038b033.jpg,rain,7,3.97
27645526-f038b033.jpg,rain,8,3.13
27645526-f038b033.jpg,rain,9,2.41
2773af6f-23e23a6b.jpg,motion_blur,1,31.56
2773af6f-23e23a6b.jpg,motion_blur,2,26.75
2773af6f-23e23a6b.jpg,motion_blur,3,24.61
2773af6f-23e23a6b.jpg,motion_blur,4,23.36
2773af6f-23e23a6b.jpg,motion_blur,5,22.49
2773af6f-23e23a6b.jpg,motion_blur,6,21.81
2773af6f-23e23a6b.jpg,motion_blur,7,21.25
2773af6f-23e23a6b.jpg,motion_blur,8,20.78
2773af6f-23e23a6b.jpg,motion_blur,9,20.38
2773af6f-23e23a6b.jpg,low_light,1,9.05
2773af6f-23e23a6b.jpg,low_light,2,6.9
2773af6f-23e23a6b.jpg,low_light,3,5.2
2773af6f-23e23a6b.jpg,low_light,4,3.85
2773af6f-23e23a6b.jpg,low_light,5,2.76
2773af6f-23e23a6b.jpg,low_light,6,1.86
2773af6f-23e23a6b.jpg,low_light,7,1.14
2773af6f-23e23a6b.jpg,low_light,8,0.58
2773af6f-23e23a6b.jpg,low_light,9,0.17
2773af6f-23e23a6b.jpg,rain,1,22.75
2773af6f-23e23a6b.jpg,rain,2,16.43
2773af6f-23e23a6b.jpg,rain,3,12.09
2773af6f-23e23a6b.jpg,rain,4,9.54
2773af6f-23e23a6b.jpg,rain,5,7.71
2773af6f-23e23a6b.jpg,rain,6,6.37
2773af6f-23e23a6b.jpg,rain,7,5.32
2773af6f-23e23a6b.jpg,rain,8,4.47
2773af6f-23e23a6b.jpg,rain,9,3.75
28faf684-03ef4c6e.jpg,motion_blur,1,37.23
28faf684-03ef4c6e.jpg,motion_blur,2,32.27
28faf684-03ef4c6e.jpg,motion_blur,3,29.9
28faf684-03ef4c6e.jpg,motion_blur,4,28.44
28faf684-03ef4c6e.jpg,motion_blur,5,27.37
28faf684-03ef4c6e.jpg,motion_blur,6,26.54
28faf684-03ef4c6e.jpg,motion_blur,7,25.86
28faf684-03ef4c6e.jpg,motion_blur,8,25.28
28faf684-03ef4c6e.jpg,motion_blur,9,24.78
28faf684-03ef4c6e.jpg,low_light,1,10.62
28faf684-03ef4c6e.jpg,low_light,2,7.97
28faf684-03ef4c6e.jpg,low_light,3,5.92
28faf684-03ef4c6e.jpg,low_light,4,4.34
28faf684-03ef4c6e.jpg,low_light,5,3.1
28faf684-03ef4c6e.jpg,low_light,6,2.08
28faf684-03ef4c6e.jpg,low_light,7,1.28
28faf684-03ef4c6e.jpg,low_light,8,0.65
28faf684-03ef4c6e.jpg,low_light,9,0.2
28faf684-03ef4c6e.jpg,rain,1,22.7
28faf684-03ef4c6e.jpg,rain,2,18.65
28faf684-03ef4c6e.jpg,rain,3,14.27
28faf684-03ef4c6e.jpg,rain,4,11.72
28faf684-03ef4c6e.jpg,rain,5,9.9
28faf684-03ef4c6e.jpg,rain,6,8.57
28faf684-03ef4c6e.jpg,rain,7,7.5
28faf684-03ef4c6e.jpg,rain,8,6.62
28faf684-03ef4c6e.jpg,rain,9,5.83
292720ee-d847ee69.jpg,motion_blur,1,41.67
292720ee-d847ee69.jpg,motion_blur,2,36.38
292720ee-d847ee69.jpg,motion_blur,3,33.88
292720ee-d847ee69.jpg,motion_blur,4,32.36
292720ee-d847ee69.jpg,motion_blur,5,31.24
292720ee-d847ee69.jpg,motion_blur,6,30.35
292720ee-d847ee69.jpg,motion_blur,7,29.62
292720ee-d847ee69.jpg,motion_blur,8,29.02
292720ee-d847ee69.jpg,motion_blur,9,28.51
292720ee-d847ee69.jpg,low_light,1,10.95
292720ee-d847ee69.jpg,low_light,2,8.06
292720ee-d847ee69.jpg,low_light,3,5.94
292720ee-d847ee69.jpg,low_light,4,4.34
292720ee-d847ee69.jpg,low_light,5,3.09
292720ee-d847ee69.jpg,low_light,6,2.07
292720ee-d847ee69.jpg,low_light,7,1.27
292720ee-d847ee69.jpg,low_light,8,0.65
292720ee-d847ee69.jpg,low_light,9,0.2
292720ee-d847ee69.jpg,rain,1,23.52
292720ee-d847ee69.jpg,rain,2,21.6
292720ee-d847ee69.jpg,rain,3,16.78
292720ee-d847ee69.jpg,rain,4,14.16
292720ee-d847ee69.jpg,rain,5,12.35
292720ee-d847ee69.jpg,rain,6,11.12
292720ee-d847ee69.jpg,rain,7,10.19
292720ee-d847ee69.jpg,rain,8,9.45
292720ee-d847ee69.jpg,rain,9,8.81
2b54fe2d-c5b810e6.jpg,motion_blur,1,30.58
2b54fe2d-c5b810e6.jpg,motion_blur,2,25.61
2b54fe2d-c5b810e6.jpg,motion_blur,3,23.24
2b54fe2d-c5b810e6.jpg,motion_blur,4,21.81
2b54fe2d-c5b810e6.jpg,motion_blur,5,20.8
2b54fe2d-c5b810e6.jpg,motion_blur,6,20.04
2b54fe2d-c5b810e6.jpg,motion_blur,7,19.42
2b54fe2d-c5b810e6.jpg,motion_blur,8,18.92
2b54fe2d-c5b810e6.jpg,motion_blur,9,18.49
2b54fe2d-c5b810e6.jpg,low_light,1,8.85
2b54fe2d-c5b810e6.jpg,low_light,2,6.75
2b54fe2d-c5b810e6.jpg,low_light,3,5.09
2b54fe2d-c5b810e6.jpg,low_light,4,3.77
2b54fe2d-c5b810e6.jpg,low_light,5,2.71
2b54fe2d-c5b810e6.jpg,low_light,6,1.83
2b54fe2d-c5b810e6.jpg,low_light,7,1.12
2b54fe2d-c5b810e6.jpg,low_light,8,0.57
2b54fe2d-c5b810e6.jpg,low_light,9,0.17
2b54fe2d-c5b810e6.jpg,rain,1,23.2
2b54fe2d-c5b810e6.jpg,rain,2,17.0
2b54fe2d-c5b810e6.jpg,rain,3,12.39
2b54fe2d-c5b810e6.jpg,rain,4,9.76
2b54fe2d-c5b810e6.jpg,rain,5,7.92
2b54fe2d-c5b810e6.jpg,rain,6,6.57
2b54fe2d-c5b810e6.jpg,rain,7,5.53
2b54fe2d-c5b810e6.jpg,rain,8,4.69
2b54fe2d-c5b810e6.jpg,rain,9,3.97
2b605c48-8dfe352b.jpg,motion_blur,1,32.05
2b605c48-8dfe352b.jpg,motion_blur,2,27.05
2b605c48-8dfe352b.jpg,motion_blur,3,24.71
2b605c48-8dfe352b.jpg,motion_blur,4,23.28
2b605c48-8dfe352b.jpg,motion_blur,5,22.23
2b605c48-8dfe352b.jpg,motion_blur,6,21.42
2b605c48-8dfe352b.jpg,motion_blur,7,20.78
2b605c48-8dfe352b.jpg,motion_blur,8,20.24
2b605c48-8dfe352b.jpg,motion_blur,9,19.78
2b605c48-8dfe352b.jpg,low_light,1,9.47
2b605c48-8dfe352b.jpg,low_light,2,7.17
2b605c48-8dfe352b.jpg,low_light,3,5.38
2b605c48-8dfe352b.jpg,low_light,4,3.97
2b605c48-8dfe352b.jpg,low_light,5,2.85
2b605c48-8dfe352b.jpg,low_light,6,1.92
2b605c48-8dfe352b.jpg,low_light,7,1.18
2b605c48-8dfe352b.jpg,low_light,8,0.6
2b605c48-8dfe352b.jpg,low_light,9,0.18
2b605c48-8dfe352b.jpg,rain,1,22.67
2b605c48-8dfe352b.jpg,rain,2,17.38
2b605c48-8dfe352b.jpg,rain,3,13.08
2b605c48-8dfe352b.jpg,rain,4,10.56
2b605c48-8dfe352b.jpg,rain,5,8.76
2b605c48-8dfe352b.jpg,rain,6,7.45
2b605c48-8dfe352b.jpg,rain,7,6.43
2b605c48-8dfe352b.jpg,rain,8,5.62
2b605c48-8dfe352b.jpg,rain,9,4.91
2beccce2-354608e2.jpg,motion_blur,1,33.16
2beccce2-354608e2.jpg,motion_blur,2,28.23
2beccce2-354608e2.jpg,motion_blur,3,26.18
2beccce2-354608e2.jpg,motion_blur,4,25.07
2beccce2-354608e2.jpg,motion_blur,5,24.27
2beccce2-354608e2.jpg,motion_blur,6,23.61
2beccce2-354608e2.jpg,motion_blur,7,23.06
2beccce2-354608e2.jpg,motion_blur,8,22.59
2beccce2-354608e2.jpg,motion_blur,9,22.2
2beccce2-354608e2.jpg,low_light,1,9.48
2beccce2-354608e2.jpg,low_light,2,7.19
2beccce2-354608e2.jpg,low_light,3,5.4
2beccce2-354608e2.jpg,low_light,4,3.99
2beccce2-354608e2.jpg,low_light,5,2.86
2beccce2-354608e2.jpg,low_light,6,1.93
2beccce2-354608e2.jpg,low_light,7,1.18
2beccce2-354608e2.jpg,low_light,8,0.6
2beccce2-354608e2.jpg,low_light,9,0.18
2beccce2-354608e2.jpg,rain,1,23.01
2beccce2-354608e2.jpg,rain,2,17.25
2beccce2-354608e2.jpg,rain,3,12.99
2beccce2-354608e2.jpg,rain,4,10.47
2beccce2-354608e2.jpg,rain,5,8.67
2beccce2-354608e2.jpg,rain,6,7.35
2beccce2-354608e2.jpg,rain,7,6.32
2beccce2-354608e2.jpg,rain,8,5.46
2beccce2-354608e2.jpg,rain,9,4.75
2c87e51d-aa7a8031.jpg,motion_blur,1,39.69
2c87e51d-aa7a8031.jpg,motion_blur,2,34.49
2c87e51d-aa7a8031.jpg,motion_blur,3,31.62
2c87e51d-aa7a8031.jpg,motion_blur,4,29.72
2c87e51d-aa7a8031.jpg,motion_blur,5,28.35
2c87e51d-aa7a8031.jpg,motion_blur,6,27.33
2c87e51d-aa7a8031.jpg,motion_blur,7,26.57
2c87e51d-aa7a8031.jpg,motion_blur,8,25.97
2c87e51d-aa7a8031.jpg,motion_blur,9,25.5
2c87e51d-aa7a8031.jpg,low_light,1,10.24
2c87e51d-aa7a8031.jpg,low_light,2,7.63
2c87e51d-aa7a8031.jpg,low_light,3,5.67
2c87e51d-aa7a8031.jpg,low_light,4,4.16
2c87e51d-aa7a8031.jpg,low_light,5,2.97
2c87e51d-aa7a8031.jpg,low_light,6,2.0
2c87e51d-aa7a8031.jpg,low_light,7,1.23
2c87e51d-aa7a8031.jpg,low_light,8,0.63
2c87e51d-aa7a8031.jpg,low_light,9,0.19
2c87e51d-aa7a8031.jpg,rain,1,21.69
2c87e51d-aa7a8031.jpg,rain,2,17.49
2c87e51d-aa7a8031.jpg,rain,3,13.88
2c87e51d-aa7a8031.jpg,rain,4,11.7
2c87e51d-aa7a8031.jpg,rain,5,10.12
2c87e51d-aa7a8031.jpg,rain,6,8.97
2c87e51d-aa7a8031.jpg,rain,7,8.06
2c87e51d-aa7a8031.jpg,rain,8,7.36
2c87e51d-aa7a8031.jpg,rain,9,6.79
2ce0b449-e818dc97.jpg,motion_blur,1,36.28
2ce0b449-e818dc97.jpg,motion_blur,2,31.3
2ce0b449-e818dc97.jpg,motion_blur,3,28.97
2ce0b449-e818dc97.jpg,motion_blur,4,27.59
2ce0b449-e818dc97.jpg,motion_blur,5,26.7
2ce0b449-e818dc97.jpg,motion_blur,6,26.03
2ce0b449-e818dc97.jpg,motion_blur,7,25.42
2ce0b449-e818dc97.jpg,motion_blur,8,24.87
2ce0b449-e818dc97.jpg,motion_blur,9,24.39
2ce0b449-e818dc97.jpg,low_light,1,10.25
2ce0b449-e818dc97.jpg,low_light,2,7.63
2ce0b449-e818dc97.jpg,low_light,3,5.67
2ce0b449-e818dc97.jpg,low_light,4,4.16
2ce0b449-e818dc97.jpg,low_light,5,2.97
2ce0b449-e818dc97.jpg,low_light,6,2.0
2ce0b449-e818dc97.jpg,low_light,7,1.23
2ce0b449-e818dc97.jpg,low_light,8,0.63
2ce0b449-e818dc97.jpg,low_light,9,0.19
2ce0b449-e818dc97.jpg,rain,1,23.43
2ce0b449-e818dc97.jpg,rain,2,20.16
2ce0b449-e818dc97.jpg,rain,3,15.17
2ce0b449-e818dc97.jpg,rain,4,12.39
2ce0b449-e818dc97.jpg,rain,5,10.53
2ce0b449-e818dc97.jpg,rain,6,9.24
2ce0b449-e818dc97.jpg,rain,7,8.25
2ce0b449-e818dc97.jpg,rain,8,7.49
2ce0b449-e818dc97.jpg,rain,9,6.85
2cf976a2-479cd46b.jpg,motion_blur,1,29.45
2cf976a2-479cd46b.jpg,motion_blur,2,24.77
2cf976a2-479cd46b.jpg,motion_blur,3,22.49
2cf976a2-479cd46b.jpg,motion_blur,4,21.09
2cf976a2-479cd46b.jpg,motion_blur,5,20.13
2cf976a2-479cd46b.jpg,motion_blur,6,19.44
2cf976a2-479cd46b.jpg,motion_blur,7,18.9
2cf976a2-479cd46b.jpg,motion_blur,8,18.44
2cf976a2-479cd46b.jpg,motion_blur,9,18.02
2cf976a2-479cd46b.jpg,low_light,1,9.55
2cf976a2-479cd46b.jpg,low_light,2,7.31
2cf976a2-479cd46b.jpg,low_light,3,5.5
2cf976a2-479cd46b.jpg,low_light,4,4.07
2cf976a2-479cd46b.jpg,low_light,5,2.92
2cf976a2-479cd46b.jpg,low_light,6,1.96
2cf976a2-479cd46b.jpg,low_light,7,1.21
2cf976a2-479cd46b.jpg,low_light,8,0.62
2cf976a2-479cd46b.jpg,low_light,9,0.18
2cf976a2-479cd46b.jpg,rain,1,22.7
2cf976a2-479cd46b.jpg,rain,2,15.85
2cf976a2-479cd46b.jpg,rain,3,11.64
2cf976a2-479cd46b.jpg,rain,4,9.15
2cf976a2-479cd46b.jpg,rain,5,7.37
2cf976a2-479cd46b.jpg,rain,6,6.05
2cf976a2-479cd46b.jpg,rain,7,4.99
2cf976a2-479cd46b.jpg,rain,8,4.13
2cf976a2-479cd46b.jpg,rain,9,3.39
2e2fae77-b7497ca0.jpg,motion_blur,1,27.35
2e2fae77-b7497ca0.jpg,motion_blur,2,22.52
2e2fae77-b7497ca0.jpg,motion_blur,3,20.51
2e2fae77-b7497ca0.jpg,motion_blur,4,19.44
2e2fae77-b7497ca0.jpg,motion_blur,5,18.71
2e2fae77-b7497ca0.jpg,motion_blur,6,18.16
2e2fae77-b7497ca0.jpg,motion_blur,7,17.71
2e2fae77-b7497ca0.jpg,motion_blur,8,17.33
2e2fae77-b7497ca0.jpg,motion_blur,9,17.0
2e2fae77-b7497ca0.jpg,low_light,1,9.22
2e2fae77-b7497ca0.jpg,low_light,2,7.02
2e2fae77-b7497ca0.jpg,low_light,3,5.27
2e2fae77-b7497ca0.jpg,low_light,4,3.9
2e2fae77-b7497ca0.jpg,low_light,5,2.8
2e2fae77-b7497ca0.jpg,low_light,6,1.89
2e2fae77-b7497ca0.jpg,low_light,7,1.16
2e2fae77-b7497ca0.jpg,low_light,8,0.59
2e2fae77-b7497ca0.jpg,low_light,9,0.17
2e2fae77-b7497ca0.jpg,rain,1,23.24
2e2fae77-b7497ca0.jpg,rain,2,16.94
2e2fae77-b7497ca0.jpg,rain,3,12.47
2e2fae77-b7497ca0.jpg,rain,4,9.88
2e2fae77-b7497ca0.jpg,rain,5,8.05
2e2fae77-b7497ca0.jpg,rain,6,6.72
2e2fae77-b7497ca0.jpg,rain,7,5.65
2e2fae77-b7497ca0.jpg,rain,8,4.79
2e2fae77-b7497ca0.jpg,rain,9,4.06
2ead8042-2493c03f.jpg,motion_blur,1,33.84
2ead8042-2493c03f.jpg,motion_blur,2,28.63
2ead8042-2493c03f.jpg,motion_blur,3,25.93
2ead8042-2493c03f.jpg,motion_blur,4,24.21
2ead8042-2493c03f.jpg,motion_blur,5,22.95
2ead8042-2493c03f.jpg,motion_blur,6,21.95
2ead8042-2493c03f.jpg,motion_blur,7,21.14
2ead8042-2493c03f.jpg,motion_blur,8,20.47
2ead8042-2493c03f.jpg,motion_blur,9,19.9
2ead8042-2493c03f.jpg,low_light,1,8.98
2ead8042-2493c03f.jpg,low_light,2,6.9
2ead8042-2493c03f.jpg,low_light,3,5.21
2ead8042-2493c03f.jpg,low_light,4,3.87
2ead8042-2493c03f.jpg,low_light,5,2.78
2ead8042-2493c03f.jpg,low_light,6,1.88
2ead8042-2493c03f.jpg,low_light,7,1.15
2ead8042-2493c03f.jpg,low_light,8,0.59
2ead8042-2493c03f.jpg,low_light,9,0.17
2ead8042-2493c03f.jpg,rain,1,18.88
2ead8042-2493c03f.jpg,rain,2,13.53
2ead8042-2493c03f.jpg,rain,3,10.07
2ead8042-2493c03f.jpg,rain,4,7.87
2ead8042-2493c03f.jpg,rain,5,6.24
2ead8042-2493c03f.jpg,rain,6,5.01
2ead8042-2493c03f.jpg,rain,7,4.02
2ead8042-2493c03f.jpg,rain,8,3.21
2ead8042-2493c03f.jpg,rain,9,2.49
2f1864c1-1a17d11c.jpg,motion_blur,1,29.08
2f1864c1-1a17d11c.jpg,motion_blur,2,24.22
2f1864c1-1a17d11c.jpg,motion_blur,3,22.12
2f1864c1-1a17d11c.jpg,motion_blur,4,20.91
2f1864c1-1a17d11c.jpg,motion_blur,5,20.05
2f1864c1-1a17d11c.jpg,motion_blur,6,19.37
2f1864c1-1a17d11c.jpg,motion_blur,7,18.82
2f1864c1-1a17d11c.jpg,motion_blur,8,18.34
2f1864c1-1a17d11c.jpg,motion_blur,9,17.93
2f1864c1-1a17d11c.jpg,low_light,1,8.42
2f1864c1-1a17d11c.jpg,low_light,2,6.45
2f1864c1-1a17d11c.jpg,low_light,3,4.88
2f1864c1-1a17d11c.jpg,low_light,4,3.62
2f1864c1-1a17d11c.jpg,low_light,5,2.61
2f1864c1-1a17d11c.jpg,low_light,6,1.76
2f1864c1-1a17d11c.jpg,low_light,7,1.08
2f1864c1-1a17d11c.jpg,low_light,8,0.55
2f1864c1-1a17d11c.jpg,low_light,9,0.16
2f1864c1-1a17d11c.jpg,rain,1,19.43
2f1864c1-1a17d11c.jpg,rain,2,14.06
2f1864c1-1a17d11c.jpg,rain,3,10.38
2f1864c1-1a17d11c.jpg,rain,4,8.06
2f1864c1-1a17d11c.jpg,rain,5,6.35
2f1864c1-1a17d11c.jpg,rain,6,5.06
2f1864c1-1a17d11c.jpg,rain,7,4.04
2f1864c1-1a17d11c.jpg,rain,8,3.21
2f1864c1-1a17d11c.jpg,rain,9,2.52
2f879dc0-b09e4824.jpg,motion_blur,1,30.66
2f879dc0-b09e4824.jpg,motion_blur,2,25.41
2f879dc0-b09e4824.jpg,motion_blur,3,23.06
2f879dc0-b09e4824.jpg,motion_blur,4,21.83
2f879dc0-b09e4824.jpg,motion_blur,5,21.07
2f879dc0-b09e4824.jpg,motion_blur,6,20.51
2f879dc0-b09e4824.jpg,motion_blur,7,20.05
2f879dc0-b09e4824.jpg,motion_blur,8,19.65
2f879dc0-b09e4824.jpg,motion_blur,9,19.32
2f879dc0-b09e4824.jpg,low_light,1,10.23
2f879dc0-b09e4824.jpg,low_light,2,7.66
2f879dc0-b09e4824.jpg,low_light,3,5.7
2f879dc0-b09e4824.jpg,low_light,4,4.18
2f879dc0-b09e4824.jpg,low_light,5,2.99
2f879dc0-b09e4824.jpg,low_light,6,2.01
2f879dc0-b09e4824.jpg,low_light,7,1.23
2f879dc0-b09e4824.jpg,low_light,8,0.63
2f879dc0-b09e4824.jpg,low_light,9,0.2
2f879dc0-b09e4824.jpg,rain,1,21.31
2f879dc0-b09e4824.jpg,rain,2,16.24
2f879dc0-b09e4824.jpg,rain,3,12.57
2f879dc0-b09e4824.jpg,rain,4,10.36
2f879dc0-b09e4824.jpg,rain,5,8.77
2f879dc0-b09e4824.jpg,rain,6,7.61
2f879dc0-b09e4824.jpg,rain,7,6.69
2f879dc0-b09e4824.jpg,rain,8,5.94
2f879dc0-b09e4824.jpg,rain,9,5.29
2fc9ad1e-ee4c9e43.jpg,motion_blur,1,36.66
2fc9ad1e-ee4c9e43.jpg,motion_blur,2,31.76
2fc9ad1e-ee4c9e43.jpg,motion_blur,3,29.58
2fc9ad1e-ee4c9e43.jpg,motion_blur,4,28.25
2fc9ad1e-ee4c9e43.jpg,motion_blur,5,27.26
2fc9ad1e-ee4c9e43.jpg,motion_blur,6,26.47
2fc9ad1e-ee4c9e43.jpg,motion_blur,7,25.81
2fc9ad1e-ee4c9e43.jpg,motion_blur,8,25.24
2fc9ad1e-ee4c9e43.jpg,motion_blur,9,24.74
2fc9ad1e-ee4c9e43.jpg,low_light,1,10.06
2fc9ad1e-ee4c9e43.jpg,low_light,2,7.58
2fc9ad1e-ee4c9e43.jpg,low_light,3,5.66
2fc9ad1e-ee4c9e43.jpg,low_light,4,4.16
2fc9ad1e-ee4c9e43.jpg,low_light,5,2.98
2fc9ad1e-ee4c9e43.jpg,low_light,6,2.0
2fc9ad1e-ee4c9e43.jpg,low_light,7,1.23
2fc9ad1e-ee4c9e43.jpg,low_light,8,0.63
2fc9ad1e-ee4c9e43.jpg,low_light,9,0.19
2fc9ad1e-ee4c9e43.jpg,rain,1,22.09
2fc9ad1e-ee4c9e43.jpg,rain,2,17.04
2fc9ad1e-ee4c9e43.jpg,rain,3,13.32
2fc9ad1e-ee4c9e43.jpg,rain,4,11.03
2fc9ad1e-ee4c9e43.jpg,rain,5,9.38
2fc9ad1e-ee4c9e43.jpg,rain,6,8.14
2fc9ad1e-ee4c9e43.jpg,rain,7,7.16
2fc9ad1e-ee4c9e43.jpg,rain,8,6.35
2fc9ad1e-ee4c9e43.jpg,rain,9,5.64
3050b249-0ffbd6ec.jpg,motion_blur,1,36.6
3050b249-0ffbd6ec.jpg,motion_blur,2,31.45
3050b249-0ffbd6ec.jpg,motion_blur,3,28.75
3050b249-0ffbd6ec.jpg,motion_blur,4,27.02
3050b249-0ffbd6ec.jpg,motion_blur,5,25.78
3050b249-0ffbd6ec.jpg,motion_blur,6,24.84
3050b249-0ffbd6ec.jpg,motion_blur,7,24.1
3050b249-0ffbd6ec.jpg,motion_blur,8,23.51
3050b249-0ffbd6ec.jpg,motion_blur,9,23.03
3050b249-0ffbd6ec.jpg,low_light,1,9.98
3050b249-0ffbd6ec.jpg,low_light,2,7.47
3050b249-0ffbd6ec.jpg,low_light,3,5.57
3050b249-0ffbd6ec.jpg,low_light,4,4.09
3050b249-0ffbd6ec.jpg,low_light,5,2.93
3050b249-0ffbd6ec.jpg,low_light,6,1.97
3050b249-0ffbd6ec.jpg,low_light,7,1.21
3050b249-0ffbd6ec.jpg,low_light,8,0.62
3050b249-0ffbd6ec.jpg,low_light,9,0.19
3050b249-0ffbd6ec.jpg,rain,1,23.36
3050b249-0ffbd6ec.jpg,rain,2,19.15
3050b249-0ffbd6ec.jpg,rain,3,14.67
3050b249-0ffbd6ec.jpg,rain,4,12.08
3050b249-0ffbd6ec.jpg,rain,5,10.25
3050b249-0ffbd6ec.jpg,rain,6,8.92
3050b249-0ffbd6ec.jpg,rain,7,7.88
3050b249-0ffbd6ec.jpg,rain,8,7.08
3050b249-0ffbd6ec.jpg,rain,9,6.4
314cc010-3eab5c90.jpg,motion_blur,1,35.7
314cc010-3eab5c90.jpg,motion_blur,2,31.01
314cc010-3eab5c90.jpg,motion_blur,3,28.81
314cc010-3eab5c90.jpg,motion_blur,4,27.51
314cc010-3eab5c90.jpg,motion_blur,5,26.6
314cc010-3eab5c90.jpg,motion_blur,6,25.92
314cc010-3eab5c90.jpg,motion_blur,7,25.39
314cc010-3eab5c90.jpg,motion_blur,8,24.95
314cc010-3eab5c90.jpg,motion_blur,9,24.55
314cc010-3eab5c90.jpg,low_light,1,9.67
314cc010-3eab5c90.jpg,low_light,2,7.28
314cc010-3eab5c90.jpg,low_light,3,5.44
314cc010-3eab5c90.jpg,low_light,4,4.01
314cc010-3eab5c90.jpg,low_light,5,2.87
314cc010-3eab5c90.jpg,low_light,6,1.93
314cc010-3eab5c90.jpg,low_light,7,1.19
314cc010-3eab5c90.jpg,low_light,8,0.61
