img1,img2,method,n_keypoints_img1,n_keypoints_img2,n_good_matches,n_inliers,inlier_ratio,match_ratio,avg_match_distance,detect_time_sec,match_time_sec,visualization_path,augmentation,level,snr_db,match_ratio_vs_baseline
00e9be89-00001795.jpg,00e9be89-00001800.jpg,orb,2000,2000,902,873,0.9678,0.451,19.9024,0.0606,0.0327,,motion_blur,2,31.532600046467277,0.451
00e9be89-00001800.jpg,00e9be89-00001810.jpg,orb,2000,2000,280,105,0.375,0.14,30.1607,0.0587,0.0291,,motion_blur,2,31.56909061155352,0.14
00e9be89-00001810.jpg,00e9be89-00001815.jpg,orb,2000,2000,202,62,0.3069,0.101,30.7772,0.0629,0.0292,,motion_blur,2,31.08647370172465,0.101
00e9be89-00001815.jpg,00e9be89-00001820.jpg,orb,2000,2000,51,17,0.3333,0.0255,35.5686,0.0616,0.0299,,motion_blur,2,31.22758176830048,0.0255
00e9be89-00001820.jpg,00e9be89-00001825.jpg,orb,2000,2000,85,28,0.3294,0.0425,36.4471,0.059,0.0288,,motion_blur,2,31.170866444381645,0.0425
00e9be89-00001825.jpg,00e9be89-00001830.jpg,orb,2000,2000,39,15,0.3846,0.0195,36.5128,0.068,0.0272,,motion_blur,2,29.66373367378805,0.0195
00e9be89-00001830.jpg,00e9be89-00001840.jpg,orb,2000,2000,22,6,0.2727,0.011,41.7273,0.0678,0.0321,,motion_blur,2,28.31272886766304,0.011
00e9be89-00001840.jpg,00e9be89-00001845.jpg,orb,2000,2000,1183,1167,0.9865,0.5915,16.6264,0.0677,0.0306,,motion_blur,2,27.84640509258468,0.5915
00e9be89-00001845.jpg,00e9be89-00001865.jpg,orb,2000,2000,975,961,0.9856,0.4875,18.5979,0.0694,0.0294,,motion_blur,2,27.74676473051042,0.4875
00e9be89-00001865.jpg,00e9be89-00001870.jpg,orb,2000,2000,1012,998,0.9862,0.506,18.7075,0.077,0.0292,,motion_blur,2,27.8895860224396,0.506
00e9be89-00001870.jpg,00e9be89-00001875.jpg,orb,2000,2000,1044,1026,0.9828,0.522,16.2797,0.0747,0.0307,,motion_blur,2,27.956060868294905,0.522
00e9be89-00001875.jpg,00e9be89-00001885.jpg,orb,2000,2000,1020,1010,0.9902,0.51,18.0186,0.0716,0.0317,,motion_blur,2,27.91163624728729,0.51
00e9be89-00001885.jpg,00e9be89-00001890.jpg,orb,2000,2000,1111,1098,0.9883,0.5555,16.0846,0.0761,0.03,,motion_blur,2,27.81667401252367,0.5555
00e9be89-00001890.jpg,00e9be89-00001895.jpg,orb,2000,2000,1102,1088,0.9873,0.551,15.7976,0.0728,0.0309,,motion_blur,2,27.796447588551786,0.551
00e9be89-00001895.jpg,00e9be89-00001900.jpg,orb,2000,2000,1122,1104,0.984,0.561,16.8155,0.0689,0.029,,motion_blur,2,27.875668417863043,0.561
00e9be89-00001900.jpg,00e9be89-00001905.jpg,orb,2000,2000,348,219,0.6293,0.174,27.3218,0.0731,0.0287,,motion_blur,2,28.237581440266688,0.174
00e9be89-00001905.jpg,00e9be89-00001915.jpg,orb,2000,2000,34,9,0.2647,0.017,34.6765,0.0625,0.0282,,motion_blur,2,29.475928875315493,0.017
00e9be89-00000015.jpg,00e9be89-00000100.jpg,orb,2000,2000,11,4,0.3636,0.0055,42.3636,0.0807,0.0274,C:\Users\amit\Project_digital_image_processing__Amit_Alon\outputs\visualizations\task2\degraded_visualizations\motion_blur\level_3\match_00e9be89-00000015__00e9be89-00000100.png,motion_blur,3,20.389295888232216,0.0055
00e9be89-00000100.jpg,00e9be89-00000105.jpg,orb,2000,2000,986,974,0.9878,0.493,20.8824,0.0732,0.0267,,motion_blur,3,23.71123736938996,0.493
00e9be89-00000105.jpg,00e9be89-00000110.jpg,orb,2000,2000,1052,1038,0.9867,0.526,19.4068,0.0705,0.0266,,motion_blur,3,23.27196758417016,0.526
00e9be89-00000110.jpg,00e9be89-00000115.jpg,orb,2000,2000,1045,1035,0.9904,0.5225,19.1225,0.0687,0.0287,,motion_blur,3,23.34617857126125,0.5225
00e9be89-00000115.jpg,00e9be89-00000120.jpg,orb,2000,2000,1219,1212,0.9943,0.6095,16.7383,0.0697,0.0267,,motion_blur,3,23.4008219974838,0.6095
00e9be89-00000120.jpg,00e9be89-00000125.jpg,orb,2000,2000,700,674,0.9629,0.35,26.18,0.0709,0.0255,,motion_blur,3,23.31618615299788,0.35
00e9be89-00000125.jpg,00e9be89-00000130.jpg,orb,2000,2000,830,816,0.9831,0.415,20.5904,0.0736,0.0315,,motion_blur,3,23.163689719365166,0.415
00e9be89-00000130.jpg,00e9be89-00000135.jpg,orb,2000,2000,944,934,0.9894,0.472,20.1684,0.0769,0.0318,,motion_blur,3,23.492248123592,0.472
00e9be89-00000135.jpg,00e9be89-00000140.jpg,orb,2000,2000,994,980,0.9859,0.497,20.2223,0.0761,0.0321,,motion_blur,3,23.563283501498823,0.497
00e9be89-00000140.jpg,00e9be89-00000145.jpg,orb,2000,2000,257,207,0.8054,0.1285,31.249,0.0724,0.0315,,motion_blur,3,23.909554580681416,0.1285
00e9be89-00000145.jpg,00e9be89-00000150.jpg,orb,2000,2000,32,3,0.0938,0.016,39.5625,0.0715,0.0263,,motion_blur,3,21.71488297518198,0.016
00e9be89-00000150.jpg,00e9be89-00000160.jpg,orb,2000,2000,15,4,0.2667,0.0075,38.3333,0.0765,0.0333,,motion_blur,3,20.187869203194,0.0075
00e9be89-00000160.jpg,00e9be89-00000165.jpg,orb,2000,2000,20,5,0.25,0.01,45.3,0.0662,0.029,,motion_blur,3,21.490667300092525,0.01
00e9be89-00000165.jpg,00e9be89-00000175.jpg,orb,2000,2000,19,6,0.3158,0.0095,38.5263,0.0667,0.0332,,motion_blur,3,22.71822206500872,0.0095
00e9be89-00000175.jpg,00e9be89-00000190.jpg,orb,2000,2000,20,5,0.25,0.01,37.6,0.0615,0.0298,,motion_blur,3,23.591593460528625,0.01
00e9be89-00000190.jpg,00e9be89-00001000.jpg,orb,2000,1731,8,4,0.5,0.0046,41.5,0.0591,0.024,,motion_blur,3,26.82190283130989,0.004
00e9be89-00001000.jpg,00e9be89-00001005.jpg,orb,1731,1420,17,5,0.2941,0.012,38.3529,0.0501,0.0182,,motion_blur,3,31.885231268471905,0.0085
00e9be89-00001005.jpg,00e9be89-00001010.jpg,orb,1420,1757,11,4,0.3636,0.0077,39.6364,0.0519,0.0181,,motion_blur,3,32.48340258043608,0.0055
00e9be89-00001010.jpg,00e9be89-00001015.jpg,orb,1757,1697,31,13,0.4194,0.0183,38.6129,0.0507,0.0226,,motion_blur,3,32.41844116879368,0.015562248995983935
00e9be89-00001015.jpg,00e9be89-00001020.jpg,orb,1697,2000,33,10,0.303,0.0194,41.6061,0.0466,0.0275,,motion_blur,3,30.90979432504801,0.016566265060240965
00e9be89-00001020.jpg,00e9be89-00001025.jpg,orb,2000,1886,15,5,0.3333,0.008,39.4667,0.0562,0.0356,,motion_blur,3,29.97878038531075,0.0075
00e9be89-00001025.jpg,00e9be89-00001030.jpg,orb,1886,1786,39,14,0.359,0.0218,37.2564,0.0556,0.0263,,motion_blur,3,31.32086387990244,0.0195
00e9be89-00001030.jpg,00e9be89-00001035.jpg,orb,1786,1914,79,45,0.5696,0.0442,34.8101,0.0546,0.0287,,motion_blur,3,31.493884092471557,0.0395
00e9be89-00001035.jpg,00e9be89-00001040.jpg,orb,1914,1471,134,98,0.7313,0.0911,35.2388,0.0531,0.0242,,motion_blur,3,32.528340783100525,0.067
00e9be89-00001040.jpg,00e9be89-00001045.jpg,orb,1471,1671,189,97,0.5132,0.1285,33.0106,0.0535,0.0197,,motion_blur,3,32.701994975069056,0.0945
00e9be89-00001045.jpg,00e9be89-00001050.jpg,orb,1671,1607,59,18,0.3051,0.0367,35.9831,0.0493,0.0224,,motion_blur,3,32.69736142160808,0.0295
00e9be89-00001050.jpg,00e9be89-00001055.jpg,orb,1607,1940,92,30,0.3261,0.0572,35.4348,0.051,0.0242,,motion_blur,3,31.99511944617113,0.046
00e9be89-00001055.jpg,00e9be89-00001060.jpg,orb,1940,1870,118,63,0.5339,0.0631,35.3898,0.0508,0.0263,,motion_blur,3,31.267361473084534,0.059
00e9be89-00001060.jpg,00e9be89-00001065.jpg,orb,1870,2000,62,48,0.7742,0.0332,34.7581,0.0515,0.0243,,motion_blur,3,30.668973515411,0.031
00e9be89-00001065.jpg,00e9be89-00001070.jpg,orb,2000,2000,122,106,0.8689,0.061,32.7131,0.0606,0.0292,,motion_blur,3,29.44701413910724,0.061
00e9be89-00001070.jpg,00e9be89-00001075.jpg,orb,2000,2000,73,45,0.6164,0.0365,35.9589,0.0599,0.0297,,motion_blur,3,27.892551806285795,0.0365
00e9be89-00001075.jpg,00e9be89-00001080.jpg,orb,2000,1799,58,30,0.5172,0.0322,37.6897,0.0584,0.0278,,motion_blur,3,29.24981302158277,0.029
00e9be89-00001080.jpg,00e9be89-00001090.jpg,orb,1799,1983,49,22,0.449,0.0272,35.8776,0.0559,0.0263,,motion_blur,3,31.47224453689685,0.0245
00e9be89-00001090.jpg,00e9be89-00001095.jpg,orb,1983,1947,68,33,0.4853,0.0349,32.7647,0.0561,0.0288,,motion_blur,3,30.77890846218896,0.034
00e9be89-00001095.jpg,00e9be89-00001100.jpg,orb,1947,2000,71,31,0.4366,0.0365,35.1268,0.052,0.0292,,motion_blur,3,30.009497099457175,0.0355
00e9be89-00001100.jpg,00e9be89-00001105.jpg,orb,2000,1794,36,12,0.3333,0.0201,37.7222,0.0593,0.0276,,motion_blur,3,28.941853814053587,0.018
00e9be89-00001105.jpg,00e9be89-00001115.jpg,orb,1794,2000,30,6,0.2,0.0167,38.3,0.0564,0.0283,,motion_blur,3,28.33485787990113,0.015
00e9be89-00001115.jpg,00e9be89-00001125.jpg,orb,2000,2000,19,6,0.3158,0.0095,41.8947,0.0647,0.0359,,motion_blur,3,27.46836870683157,0.0095
00e9be89-00001125.jpg,00e9be89-00001130.jpg,orb,2000,2000,40,20,0.5,0.02,37.225,0.0643,0.0315,,motion_blur,3,27.022214210356506,0.02
00e9be89-00001130.jpg,00e9be89-00001135.jpg,orb,2000,2000,66,49,0.7424,0.033,33.2727,0.0671,0.0302,,motion_blur,3,28.67319913791009,0.033
00e9be89-00001135.jpg,00e9be89-00001140.jpg,orb,2000,2000,78,56,0.7179,0.039,31.9872,0.0597,0.0334,,motion_blur,3,29.19003998143233,0.039
00e9be89-00001140.jpg,00e9be89-00001150.jpg,orb,2000,2000,58,36,0.6207,0.029,34.1379,0.058,0.0275,,motion_blur,3,28.757204068772047,0.029
00e9be89-00001150.jpg,00e9be89-00001155.jpg,orb,2000,2000,98,66,0.6735,0.049,33.398,0.055,0.0357,,motion_blur,3,29.96691043992992,0.049
00e9be89-00001155.jpg,00e9be89-00001160.jpg,orb,2000,2000,108,72,0.6667,0.054,29.9815,0.0577,0.0295,,motion_blur,3,30.469897629596105,0.054
00e9be89-00001160.jpg,00e9be89-00001165.jpg,orb,2000,2000,36,18,0.5,0.018,35.1667,0.0561,0.0271,,motion_blur,3,30.571460718658724,0.018
00e9be89-00001165.jpg,00e9be89-00001170.jpg,orb,2000,2000,66,34,0.5152,0.033,34.9091,0.0605,0.0264,,motion_blur,3,30.129599784127983,0.033
00e9be89-00001170.jpg,00e9be89-00001175.jpg,orb,2000,2000,47,32,0.6809,0.0235,35.7021,0.0599,0.0336,,motion_blur,3,29.869150758345555,0.0235
00e9be89-00001175.jpg,00e9be89-00001180.jpg,orb,2000,2000,107,60,0.5607,0.0535,35.5981,0.0622,0.0277,,motion_blur,3,29.74171658277653,0.0535
00e9be89-00001180.jpg,00e9be89-00001185.jpg,orb,2000,2000,51,22,0.4314,0.0255,36.8431,0.0597,0.0301,,motion_blur,3,29.00765925414958,0.0255
00e9be89-00001185.jpg,00e9be89-00001190.jpg,orb,2000,2000,26,9,0.3462,0.013,39.0,0.0594,0.0299,,motion_blur,3,28.307071299687934,0.013
00e9be89-00001190.jpg,00e9be89-00001195.jpg,orb,2000,2000,17,6,0.3529,0.0085,39.8824,0.062,0.0318,,motion_blur,3,25.73158887361822,0.0085
00e9be89-00001195.jpg,00e9be89-00001200.jpg,orb,2000,1924,32,10,0.3125,0.0166,34.875,0.0563,0.0275,,motion_blur,3,27.99005785712469,0.01610468042274786
00e9be89-00001200.jpg,00e9be89-00001205.jpg,orb,1924,941,39,12,0.3077,0.0414,40.2051,0.0469,0.013,,motion_blur,3,34.42063541898747,0.019627579265223957
00e9be89-00001205.jpg,00e9be89-00001210.jpg,orb,941,1846,21,7,0.3333,0.0223,39.4286,0.0546,0.0138,,motion_blur,3,34.38361571960563,0.010521042084168337
00e9be89-00001210.jpg,00e9be89-00001215.jpg,orb,1846,1765,31,10,0.3226,0.0176,37.6452,0.0534,0.0241,,motion_blur,3,32.31671307661366,0.0155
00e9be89-00001215.jpg,00e9be89-00001220.jpg,orb,1765,2000,20,7,0.35,0.0113,41.5,0.0643,0.0249,,motion_blur,3,27.948595993392832,0.01
00e9be89-00001220.jpg,00e9be89-00001225.jpg,orb,2000,2000,26,7,0.2692,0.013,42.6538,0.0661,0.0318,,motion_blur,3,27.19605042496738,0.013
00e9be89-00001225.jpg,00e9be89-00001230.jpg,orb,2000,2000,28,7,0.25,0.014,40.3214,0.0603,0.034,,motion_blur,3,30.37832843462506,0.014
00e9be89-00001230.jpg,00e9be89-00001240.jpg,orb,2000,886,48,29,0.6042,0.0542,35.7708,0.0527,0.014,,motion_blur,3,32.83066571760476,0.026388125343595383
00e9be89-00001240.jpg,00e9be89-00001245.jpg,orb,886,2000,43,30,0.6977,0.0485,33.186,0.0557,0.0153,,motion_blur,3,30.60375913865418,0.023639362286970864
00e9be89-00001245.jpg,00e9be89-00001250.jpg,orb,2000,1996,35,16,0.4571,0.0175,40.3143,0.0602,0.0287,,motion_blur,3,28.375143295694244,0.0175
00e9be89-00001250.jpg,00e9be89-00001255.jpg,orb,1996,2000,61,25,0.4098,0.0306,37.3934,0.0568,0.0307,,motion_blur,3,29.882449682946834,0.0305
00e9be89-00001255.jpg,00e9be89-00001260.jpg,orb,2000,2000,48,37,0.7708,0.024,32.1458,0.0598,0.0356,,motion_blur,3,28.491277786518857,0.024
00e9be89-00001260.jpg,00e9be89-00001265.jpg,orb,2000,2000,39,31,0.7949,0.0195,33.2821,0.0605,0.0282,,motion_blur,3,27.20530840125384,0.0195
00e9be89-00001265.jpg,00e9be89-00001270.jpg,orb,2000,2000,15,5,0.3333,0.0075,40.6667,0.0589,0.0301,,motion_blur,3,24.959379161200395,0.0075
00e9be89-00001270.jpg,00e9be89-00001275.jpg,orb,2000,2000,20,6,0.3,0.01,39.65,0.0628,0.0277,,motion_blur,3,23.760223917079102,0.01
00e9be89-00001275.jpg,00e9be89-00001280.jpg,orb,2000,2000,10,4,0.4,0.005,37.3,0.0611,0.0261,,motion_blur,3,22.66365447195648,0.005
00e9be89-00001280.jpg,00e9be89-00001285.jpg,orb,2000,2000,12,5,0.4167,0.006,35.6667,0.063,0.0261,,motion_blur,3,22.371702504514232,0.006
00e9be89-00001285.jpg,00e9be89-00001290.jpg,orb,2000,2000,17,7,0.4118,0.0085,38.9412,0.0669,0.0305,,motion_blur,3,24.353371817015173,0.0085
00e9be89-00001290.jpg,00e9be89-00001295.jpg,orb,2000,1954,18,5,0.2778,0.0092,42.0,0.0574,0.0302,,motion_blur,3,25.62267740748306,0.009
00e9be89-00001295.jpg,00e9be89-00001305.jpg,orb,1954,2000,12,5,0.4167,0.0061,37.5833,0.0722,0.0375,,motion_blur,3,24.184447053324003,0.006
00e9be89-00001305.jpg,00e9be89-00001310.jpg,orb,2000,2000,17,5,0.2941,0.0085,43.2353,0.0717,0.0318,,motion_blur,3,21.386491148471517,0.0085
00e9be89-00001310.jpg,00e9be89-00001315.jpg,orb,2000,2000,8,4,0.5,0.004,40.75,0.0736,0.0304,,motion_blur,3,22.04619269020665,0.004
00e9be89-00001315.jpg,00e9be89-00001325.jpg,orb,2000,1904,37,10,0.2703,0.0194,32.973,0.0607,0.0324,,motion_blur,3,24.09737923081039,0.0185
00e9be89-00001325.jpg,00e9be89-00001330.jpg,orb,1904,1711,35,9,0.2571,0.0205,33.4857,0.0641,0.0242,,motion_blur,3,23.980045303604623,0.0175
00e9be89-00001330.jpg,00e9be89-00001335.jpg,orb,1711,1804,27,7,0.2593,0.0158,35.4444,0.052,0.0267,,motion_blur,3,26.018193132751183,0.0135
00e9be89-00001335.jpg,00e9be89-00001340.jpg,orb,1804,2000,32,6,0.1875,0.0177,38.3125,0.0573,0.0281,,motion_blur,3,27.76707942370977,0.016
00e9be89-00001340.jpg,00e9be89-00001345.jpg,orb,2000,1835,27,5,0.1852,0.0147,37.3704,0.0598,0.0317,,motion_blur,3,28.50324915330976,0.0135
00e9be89-00001345.jpg,00e9be89-00001350.jpg,orb,1835,1673,24,14,0.5833,0.0143,40.1667,0.0557,0.0261,,motion_blur,3,29.061142880383464,0.012
00e9be89-00001350.jpg,00e9be89-00001355.jpg,orb,1673,2000,18,7,0.3889,0.0108,41.8333,0.0604,0.0327,,motion_blur,3,28.822303049326024,0.009
00e9be89-00001355.jpg,00e9be89-00001360.jpg,orb,2000,1901,28,8,0.2857,0.0147,40.0714,0.0624,0.0268,,motion_blur,3,28.67657100104666,0.014
00e9be89-00001360.jpg,00e9be89-00001365.jpg,orb,1901,1916,27,7,0.2593,0.0142,40.0741,0.0675,0.0281,,motion_blur,3,28.129874339845205,0.0135
00e9be89-00001365.jpg,00e9be89-00001370.jpg,orb,1916,2000,45,21,0.4667,0.0235,36.3778,0.0662,0.0323,,motion_blur,3,27.509653298579718,0.0225
00e9be89-00001370.jpg,00e9be89-00001375.jpg,orb,2000,1537,227,113,0.4978,0.1477,29.7357,0.0645,0.0246,,motion_blur,3,29.50664065757034,0.1135
00e9be89-00001375.jpg,00e9be89-00001380.jpg,orb,1537,1483,281,120,0.427,0.1895,29.9751,0.0756,0.0344,,motion_blur,3,32.1262862344244,0.1405
00e9be89-00001380.jpg,00e9be89-00001385.jpg,orb,1483,1491,234,109,0.4658,0.1578,29.5897,0.0593,0.0354,,motion_blur,3,32.20949732440015,0.117
00e9be89-00001385.jpg,00e9be89-00001390.jpg,orb,1491,1620,54,37,0.6852,0.0362,27.7037,0.0586,0.0209,,motion_blur,3,31.07281377558633,0.027
00e9be89-00001390.jpg,00e9be89-00001395.jpg,orb,1620,1669,98,57,0.5816,0.0605,30.8571,0.0859,0.0286,,motion_blur,3,30.386370098672646,0.049
00e9be89-00001395.jpg,00e9be89-00001400.jpg,orb,1669,1765,135,59,0.437,0.0809,28.4889,0.0594,0.0224,,motion_blur,3,30.73820989434567,0.0675
00e9be89-00001400.jpg,00e9be89-00001405.jpg,orb,1765,1765,134,48,0.3582,0.0759,29.5746,0.0764,0.0274,,motion_blur,3,30.57351719238598,0.067
00e9be89-00001405.jpg,00e9be89-00001410.jpg,orb,1765,1810,150,79,0.5267,0.085,28.3067,0.0593,0.0266,,motion_blur,3,30.26355947733872,0.075
00e9be89-00001410.jpg,00e9be89-00001415.jpg,orb,1810,1772,216,76,0.3519,0.1219,30.5787,0.0616,0.0255,,motion_blur,3,30.01938954510157,0.108
00e9be89-00001415.jpg,00e9be89-00001420.jpg,orb,1772,1925,120,46,0.3833,0.0677,29.1833,0.0629,0.0257,,motion_blur,3,29.7448090797704,0.06
00e9be89-00001420.jpg,00e9be89-00001425.jpg,orb,1925,1883,128,48,0.375,0.068,30.3984,0.0655,0.0262,,motion_blur,3,29.773641001174447,0.064
00e9be89-00001425.jpg,00e9be89-00001430.jpg,orb,1883,1814,153,75,0.4902,0.0843,30.6667,0.0618,0.0257,,motion_blur,3,30.01765600478452,0.0765
00e9be89-00001430.jpg,00e9be89-00001440.jpg,orb,1814,1970,25,6,0.24,0.0138,40.84,0.0693,0.0316,,motion_blur,3,29.00520331019664,0.0125
00e9be89-00001440.jpg,00e9be89-00001445.jpg,orb,1970,2000,118,66,0.5593,0.0599,29.6102,0.0687,0.0285,,motion_blur,3,27.0132749406138,0.059
00e9be89-00001445.jpg,00e9be89-00001450.jpg,orb,2000,1841,48,17,0.3542,0.0261,34.4583,0.0647,0.0288,,motion_blur,3,27.288457651518996,0.024
00e9be89-00001450.jpg,00e9be89-00001455.jpg,orb,1841,1437,82,43,0.5244,0.0571,35.3659,0.0559,0.0239,,motion_blur,3,30.1198075870051,0.041
00e9be89-00001455.jpg,00e9be89-00001460.jpg,orb,1437,1594,120,82,0.6833,0.0835,31.475,0.0478,0.0205,,motion_blur,3,31.802730179089476,0.06
00e9be89-00001460.jpg,00e9be89-00001465.jpg,orb,1594,1617,147,121,0.8231,0.0922,27.5102,0.0514,0.02,,motion_blur,3,31.2425063762863,0.0735
00e9be89-00001465.jpg,00e9be89-00001470.jpg,orb,1617,1872,31,8,0.2581,0.0192,37.0323,0.054,0.0203,,motion_blur,3,30.61119039649818,0.0155
00e9be89-00001470.jpg,00e9be89-00001475.jpg,orb,1872,1845,109,51,0.4679,0.0591,32.7798,0.0572,0.0278,,motion_blur,3,30.88805541228625,0.0545
00e9be89-00001475.jpg,00e9be89-00001480.jpg,orb,1845,1758,48,11,0.2292,0.0273,37.25,0.0588,0.0246,,motion_blur,3,30.6586762455206,0.024
00e9be89-00001480.jpg,00e9be89-00001485.jpg,orb,1758,1793,35,15,0.4286,0.0199,35.6857,0.0538,0.0216,,motion_blur,3,31.511049805203555,0.0175
00e9be89-00001485.jpg,00e9be89-00001490.jpg,orb,1793,1704,75,30,0.4,0.044,30.5067,0.054,0.0256,,motion_blur,3,32.93249901505143,0.0375
00e9be89-00001490.jpg,00e9be89-00001495.jpg,orb,1704,1659,498,477,0.9578,0.3002,19.257,0.0501,0.0251,,motion_blur,3,32.93713910171259,0.249
00e9be89-00001495.jpg,00e9be89-00001500.jpg,orb,1659,1693,672,658,0.9792,0.4051,15.7009,0.052,0.0224,,motion_blur,3,32.83127490317752,0.336
00e9be89-00001500.jpg,00e9be89-00001505.jpg,orb,1693,1813,316,248,0.7848,0.1867,22.7595,0.0562,0.026,,motion_blur,3,32.44880366616778,0.158
00e9be89-00001505.jpg,00e9be89-00001510.jpg,orb,1813,1872,45,21,0.4667,0.0248,33.9778,0.05,0.0263,,motion_blur,3,32.203036745077725,0.0225
00e9be89-00001510.jpg,00e9be89-00001515.jpg,orb,1872,1907,67,30,0.4478,0.0358,37.2687,0.0545,0.0282,,motion_blur,3,31.932348906997404,0.0335
00e9be89-00001515.jpg,00e9be89-00001520.jpg,orb,1907,2000,33,9,0.2727,0.0173,36.9394,0.0763,0.0304,,motion_blur,3,29.60692529789273,0.0165
00e9be89-00001520.jpg,00e9be89-00001525.jpg,orb,2000,2000,87,51,0.5862,0.0435,31.6322,0.0664,0.0287,,motion_blur,3,26.090875510895543,0.0435
00e9be89-00001525.jpg,00e9be89-00001535.jpg,orb,2000,2000,43,9,0.2093,0.0215,37.9767,0.0645,0.0379,,motion_blur,3,25.758810683613603,0.0215
00e9be89-00001535.jpg,00e9be89-00001540.jpg,orb,2000,2000,11,5,0.4545,0.0055,39.7273,0.0727,0.0594,,motion_blur,3,25.67627279948073,0.0055
00e9be89-00001540.jpg,00e9be89-00001545.jpg,orb,2000,2000,22,8,0.3636,0.011,33.7273,0.0747,0.0352,,motion_blur,3,24.697775348168104,0.011
00e9be89-00001545.jpg,00e9be89-00001550.jpg,orb,2000,1977,291,176,0.6048,0.1472,26.3814,0.0712,0.036,,motion_blur,3,25.14815596398242,0.1455
00e9be89-00001550.jpg,00e9be89-00001555.jpg,orb,1977,2000,351,337,0.9601,0.1775,17.9829,0.0707,0.0341,,motion_blur,3,25.08366788815252,0.1755
00e9be89-00001555.jpg,00e9be89-00001560.jpg,orb,2000,1778,325,300,0.9231,0.1828,21.8646,0.0681,0.0279,,motion_blur,3,25.45970032603937,0.1625
00e9be89-00001560.jpg,00e9be89-00001565.jpg,orb,1778,1805,374,325,0.869,0.2103,21.8476,0.0581,0.0282,,motion_blur,3,26.08442510147487,0.187
00e9be89-00001565.jpg,00e9be89-00001570.jpg,orb,1805,2000,64,34,0.5312,0.0355,30.2812,0.06,0.0287,,motion_blur,3,26.27986228073599,0.032
00e9be89-00001570.jpg,00e9be89-00001575.jpg,orb,2000,2000,68,27,0.3971,0.034,35.0588,0.0606,0.0299,,motion_blur,3,25.727608902677883,0.034
00e9be89-00001575.jpg,00e9be89-00001580.jpg,orb,2000,2000,117,75,0.641,0.0585,30.453,0.0738,0.0382,,motion_blur,3,24.887034223545378,0.0585
00e9be89-00001580.jpg,00e9be89-00001585.jpg,orb,2000,2000,79,26,0.3291,0.0395,32.481,0.0714,0.0305,,motion_blur,3,23.876360768555333,0.0395
00e9be89-00001585.jpg,00e9be89-00001590.jpg,orb,2000,1932,36,13,0.3611,0.0186,34.7778,0.0732,0.0325,,motion_blur,3,24.11415616914941,0.018
00e9be89-00001590.jpg,00e9be89-00001595.jpg,orb,1932,2000,25,7,0.28,0.0129,42.8,0.0686,0.0351,,motion_blur,3,24.95346170297517,0.0125
00e9be89-00001595.jpg,00e9be89-00001600.jpg,orb,2000,2000,20,9,0.45,0.01,39.05,0.0782,0.0325,,motion_blur,3,24.680527265720123,0.01
00e9be89-00001600.jpg,00e9be89-00001605.jpg,orb,2000,2000,174,115,0.6609,0.087,31.0632,0.0666,0.0314,,motion_blur,3,24.343003546555103,0.087
00e9be89-00001605.jpg,00e9be89-00001610.jpg,orb,2000,2000,43,16,0.3721,0.0215,39.186,0.0641,0.0312,,motion_blur,3,24.85444913187308,0.0215
00e9be89-00001610.jpg,00e9be89-00001620.jpg,orb,2000,1995,21,5,0.2381,0.0105,40.9048,0.0648,0.0311,,motion_blur,3,25.330049288066245,0.0105
00e9be89-00001620.jpg,00e9be89-00001625.jpg,orb,1995,2000,55,34,0.6182,0.0276,32.5636,0.0645,0.0312,,motion_blur,3,25.56730177399516,0.0275
00e9be89-00001625.jpg,00e9be89-00001630.jpg,orb,2000,2000,58,20,0.3448,0.029,31.2759,0.0646,0.0304,,motion_blur,3,26.555390668660777,0.029
00e9be89-00001630.jpg,00e9be89-00001635.jpg,orb,2000,2000,35,3,0.0857,0.0175,39.7429,0.0667,0.0297,,motion_blur,3,25.11432965179841,0.0175
00e9be89-00001635.jpg,00e9be89-00001640.jpg,orb,2000,2000,23,4,0.1739,0.0115,38.5217,0.0644,0.03,,motion_blur,3,23.99843745376772,0.0115
00e9be89-00001640.jpg,00e9be89-00001645.jpg,orb,2000,2000,21,7,0.3333,0.0105,36.619,0.0813,0.0324,,motion_blur,3,23.70197603366389,0.0105
00e9be89-00001645.jpg,00e9be89-00001650.jpg,orb,2000,2000,42,7,0.1667,0.021,31.6429,0.062,0.0296,,motion_blur,3,22.653098408449583,0.021
00e9be89-00001650.jpg,00e9be89-00001655.jpg,orb,2000,2000,23,5,0.2174,0.0115,36.4783,0.0624,0.0283,,motion_blur,3,22.357084852466823,0.0115
00e9be89-00001655.jpg,00e9be89-00001665.jpg,orb,2000,2000,11,4,0.3636,0.0055,41.0,0.0666,0.0267,,motion_blur,3,23.405094334055697,0.0055
00e9be89-00001665.jpg,00e9be89-00001670.jpg,orb,2000,2000,18,7,0.3889,0.009,39.1667,0.0678,0.0333,,motion_blur,3,25.73394592247996,0.009
00e9be89-00001670.jpg,00e9be89-00001675.jpg,orb,2000,2000,34,10,0.2941,0.017,42.2059,0.0648,0.0323,,motion_blur,3,25.74757323077525,0.017
00e9be89-00001675.jpg,00e9be89-00001680.jpg,orb,2000,2000,32,17,0.5312,0.016,32.625,0.0674,0.0317,,motion_blur,3,24.79454756935233,0.016
