image,class,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
11513e3d-150058c3.jpg,all,13,11,7,0.5384615384615384,0.8461538461538461,0.8266365941350221
1189ae68-1a8ad3c6.jpg,car,22,15,12,0.5454545454545454,0.6818181818181818,0.7843935934373464
1189ae68-1a8ad3c6.jpg,all,22,15,12,0.5454545454545454,0.6818181818181818,0.7843935934373464
12076ebb-c07285d7.jpg,car,10,8,8,0.8,0.8,0.7147873350752503
12076ebb-c07285d7.jpg,all,10,8,8,0.8,0.8,0.7147873350752503
125134e5-7dfc45b9.jpg,car,19,7,6,0.3157894736842105,0.3684210526315789,0.8326298029294308
125134e5-7dfc45b9.jpg,all,19,7,6,0.3157894736842105,0.3684210526315789,0.8326298029294308
12ae9ab8-794f5adc.jpg,bus,1,0,0,0.0,0.0,
12ae9ab8-794f5adc.jpg,car,10,6,6,0.6,0.6,0.8395501567884956
12ae9ab8-794f5adc.jpg,all,11,6,6,0.5454545454545454,0.5454545454545454,0.8395501567884956
13f61134-50021e53.jpg,car,9,8,7,0.7777777777777778,0.8888888888888888,0.8108336792138582
13f61134-50021e53.jpg,truck,2,0,0,0.0,0.0,
13f61134-50021e53.jpg,all,11,8,7,0.6363636363636364,0.7272727272727273,0.8108336792138582
14eace5a-ddf3b303.jpg,car,3,5,3,1.0,1.6666666666666667,0.8630188120307376
14eace5a-ddf3b303.jpg,all,3,5,3,1.0,1.6666666666666667,0.8630188120307376
1608cfe7-32da2c5d.jpg,car,6,4,3,0.5,0.6666666666666666,0.8968961030716364
1608cfe7-32da2c5d.jpg,all,6,4,3,0.5,0.6666666666666666,0.8968961030716364
162995f1-d2c7d259.jpg,car,7,7,5,0.7142857142857143,1.0,0.8634064657947178
162995f1-d2c7d259.jpg,truck,1,0,0,0.0,0.0,
162995f1-d2c7d259.jpg,all,8,7,5,0.625,0.875,0.8634064657947178
16b0973f-c07b564a.jpg,car,10,4,4,0.4,0.4,0.7792737430771742
16b0973f-c07b564a.jpg,all,10,4,4,0.4,0.4,0.7792737430771742
1784d67b-6b223914.jpg,car,17,16,10,0.5882352941176471,0.9411764705882353,0.8082271994198568
1784d67b-6b223914.jpg,truck,1,0,0,0.0,0.0,
1784d67b-6b223914.jpg,all,18,16,10,0.5555555555555556,0.8888888888888888,0.8082271994198568
1784d67b-d76145ce.jpg,car,15,8,3,0.2,0.5333333333333333,0.9293192699262872
1784d67b-d76145ce.jpg,truck,1,0,0,0.0,0.0,
1784d67b-d76145ce.jpg,all,16,8,3,0.1875,0.5,0.9293192699262872
188c58f3-792afc71.jpg,bus,1,0,0,0.0,0.0,
188c58f3-792afc71.jpg,car,4,3,3,0.75,0.75,0.8946555279063255
188c58f3-792afc71.jpg,truck,0,1,0,,,
188c58f3-792afc71.jpg,all,5,4,3,0.6,0.8,0.8946555279063255
193f7f3b-84bc7998.jpg,bus,1,0,0,0.0,0.0,
193f7f3b-84bc7998.jpg,car,9,10,6,0.6666666666666666,1.1111111111111112,0.7973916800727566
193f7f3b-84bc7998.jpg,all,10,10,6,0.6,1.0,0.7973916800727566
194058b0-ac0616a6.jpg,car,17,10,7,0.4117647058823529,0.5882352941176471,0.7928898616146343
194058b0-ac0616a6.jpg,truck,2,1,1,0.5,0.5,0.906099837713784
194058b0-ac0616a6.jpg,all,19,11,8,0.42105263157894735,0.5789473684210527,0.8070411086270279
19e56249-09c4bbc6.jpg,car,10,7,7,0.7,0.7,0.7559488687889289
19e56249-09c4bbc6.jpg,truck,1,0,0,0.0,0.0,
19e56249-09c4bbc6.jpg,all,11,7,7,0.6363636363636364,0.6363636363636364,0.7559488687889289
1a71faae-d5f255fd.jpg,car,2,1,1,0.5,0.5,0.7945572465337095
1a71faae-d5f255fd.jpg,all,2,1,1,0.5,0.5,0.7945572465337095
1a8992a7-da5a8510.jpg,bus,1,0,0,0.0,0.0,
1a8992a7-da5a8510.jpg,car,15,9,9,0.6,0.6,0.7583885197136113
1a8992a7-da5a8510.jpg,truck,0,1,0,,,
1a8992a7-da5a8510.jpg,all,16,10,9,0.5625,0.625,0.7583885197136113
1ac0178c-0b259360.jpg,car,4,3,3,0.75,0.75,0.8381123558405763
1ac0178c-0b259360.jpg,all,4,3,3,0.75,0.75,0.8381123558405763
1b30f76f-95aa8a06.jpg,car,8,7,4,0.5,0.875,0.7780023311916802
1b30f76f-95aa8a06.jpg,all,8,7,4,0.5,0.875,0.7780023311916802
1bda5a26-420ceea6.jpg,car,10,6,4,0.4,0.6,0.8279809342133302
1bda5a26-420ceea6.jpg,truck,1,1,0,0.0,1.0,
1bda5a26-420ceea6.jpg,all,11,7,4,0.36363636363636365,0.6363636363636364,0.8279809342133302
1bf7f3d2-15f95138.jpg,car,14,10,7,0.5,0.7142857142857143,0.7498949721922826
1bf7f3d2-15f95138.jpg,all,14,10,7,0.5,0.7142857142857143,0.7498949721922826
1c227a12-10e5552c.jpg,car,8,10,5,0.625,1.25,0.6904011783920054
1c227a12-10e5552c.jpg,all,8,10,5,0.625,1.25,0.6904011783920054
1c227a12-ec67af93.jpg,car,13,10,7,0.5384615384615384,0.7692307692307693,0.749908560938581
1c227a12-ec67af93.jpg,all,13,10,7,0.5384615384615384,0.7692307692307693,0.749908560938581
1c5e9657-2e2a2863.jpg,car,5,1,1,0.2,0.2,0.9188749885395572
1c5e9657-2e2a2863.jpg,truck,0,2,0,,,
1c5e9657-2e2a2863.jpg,all,5,3,1,0.2,0.6,0.9188749885395572
1cb2a89b-4594573e.jpg,car,4,3,3,0.75,0.75,0.8102165039664414
1cb2a89b-4594573e.jpg,all,4,3,3,0.75,0.75,0.8102165039664414
1cf54809-c6daa5a9.jpg,car,12,6,5,0.4166666666666667,0.5,0.8687345891335667
1cf54809-c6daa5a9.jpg,all,12,6,5,0.4166666666666667,0.5,0.8687345891335667
1d5e05f8-5020f67d.jpg,car,11,11,10,0.9090909090909091,1.0,0.8515318987167728
1d5e05f8-5020f67d.jpg,all,11,11,10,0.9090909090909091,1.0,0.8515318987167728
1e57ae90-806bc767.jpg,car,7,6,4,0.5714285714285714,0.8571428571428571,0.8279058298439874
1e57ae90-806bc767.jpg,truck,1,0,0,0.0,0.0,
1e57ae90-806bc767.jpg,all,8,6,4,0.5,0.75,0.8279058298439874
1f959fdd-6ff63d34.jpg,car,17,13,12,0.7058823529411765,0.7647058823529411,0.7992510251733475
1f959fdd-6ff63d34.jpg,truck,1,0,0,0.0,0.0,
1f959fdd-6ff63d34.jpg,all,18,13,12,0.6666666666666666,0.7222222222222222,0.7992510251733475
1fa65acf-d43367bc.jpg,car,20,10,8,0.4,0.5,0.7504079063695965
1fa65acf-d43367bc.jpg,truck,3,0,0,0.0,0.0,
1fa65acf-d43367bc.jpg,all,23,10,8,0.34782608695652173,0.43478260869565216,0.7504079063695965
20cfadfa-47711496.jpg,car,8,5,5,0.625,0.625,0.84951689864928
20cfadfa-47711496.jpg,truck,1,1,1,1.0,1.0,0.5600206492729015
20cfadfa-47711496.jpg,all,9,6,6,0.6666666666666666,0.6666666666666666,0.801267523753217
20cfadfa-6f87fdc1.jpg,car,10,12,9,0.9,1.2,0.7969838829357359
20cfadfa-6f87fdc1.jpg,truck,1,1,1,1.0,1.0,0.9591590736543176
20cfadfa-6f87fdc1.jpg,all,11,13,10,0.9090909090909091,1.1818181818181819,0.8132014020075939
225a1858-0e3a4b04.jpg,car,13,11,10,0.7692307692307693,0.8461538461538461,0.803534441367753
225a1858-0e3a4b04.jpg,all,13,11,10,0.7692307692307693,0.8461538461538461,0.803534441367753
22be2f14-59fbdca0.jpg,car,5,3,2,0.4,0.6,0.7319219569811867
22be2f14-59fbdca0.jpg,all,5,3,2,0.4,0.6,0.7319219569811867
23333f35-0cbc3f0f.jpg,car,8,5,4,0.5,0.625,0.755777904270563
23333f35-0cbc3f0f.jpg,all,8,5,4,0.5,0.625,0.755777904270563
23df146f-64b50e4c.jpg,car,8,7,6,0.75,0.875,0.8389181083507576
23df146f-64b50e4c.jpg,truck,1,0,0,0.0,0.0,
23df146f-64b50e4c.jpg,all,9,7,6,0.6666666666666666,0.7777777777777778,0.8389181083507576
24392d7c-998011c2.jpg,car,6,2,2,0.3333333333333333,0.3333333333333333,0.8928468333926854
24392d7c-998011c2.jpg,all,6,2,2,0.3333333333333333,0.3333333333333333,0.8928468333926854
250e7595-b14da270.jpg,car,7,3,1,0.14285714285714285,0.42857142857142855,0.8421208858928915
250e7595-b14da270.jpg,all,7,3,1,0.14285714285714285,0.42857142857142855,0.8421208858928915
26190b83-39ccb412.jpg,car,18,11,7,0.3888888888888889,0.6111111111111112,0.8057422247121779
26190b83-39ccb412.jpg,truck,1,0,0,0.0,0.0,
26190b83-39ccb412.jpg,all,19,11,7,0.3684210526315789,0.5789473684210527,0.8057422247121779
272d52f6-8aac36b3.jpg,car,10,7,6,0.6,0.7,0.8586691957688514
272d52f6-8aac36b3.jpg,truck,2,0,0,0.0,0.0,
272d52f6-8aac36b3.jpg,all,12,7,6,0.5,0.5833333333333334,0.8586691957688514
2752681a-e813599a.jpg,car,6,4,4,0.6666666666666666,0.6666666666666666,0.7535015519551996
2752681a-e813599a.jpg,all,6,4,4,0.6666666666666666,0.6666666666666666,0.7535015519551996
27645526-f038b033.jpg,car,16,8,7,0.4375,0.5,0.8225894997483074
27645526-f038b033.jpg,truck,1,1,0,0.0,1.0,
27645526-f038b033.jpg,all,17,9,7,0.4117647058823529,0.5294117647058824,0.8225894997483074
2773af6f-23e23a6b.jpg,car,10,9,7,0.7,0.9,0.7713252948528044
2773af6f-23e23a6b.jpg,all,10,9,7,0.7,0.9,0.7713252948528044
28faf684-03ef4c6e.jpg,car,15,4,4,0.26666666666666666,0.26666666666666666,0.8301834222661292
28faf684-03ef4c6e.jpg,all,15,4,4,0.26666666666666666,0.26666666666666666,0.8301834222661292
292720ee-d847ee69.jpg,bus,1,0,0,0.0,0.0,
292720ee-d847ee69.jpg,car,12,5,4,0.3333333333333333,0.4166666666666667,0.9305615099870995
292720ee-d847ee69.jpg,all,13,5,4,0.3076923076923077,0.38461538461538464,0.9305615099870995
2b54fe2d-c5b810e6.jpg,car,8,5,4,0.5,0.625,0.6930921851965396
2b54fe2d-c5b810e6.jpg,truck,1,1,1,1.0,1.0,0.9370729684919351
2b54fe2d-c5b810e6.jpg,all,9,6,5,0.5555555555555556,0.6666666666666666,0.7418883418556186
2b605c48-8dfe352b.jpg,bus,1,0,0,0.0,0.0,
2b605c48-8dfe352b.jpg,car,23,5,4,0.17391304347826086,0.21739130434782608,0.5867031242189399
2b605c48-8dfe352b.jpg,truck,1,0,0,0.0,0.0,
2b605c48-8dfe352b.jpg,all,25,5,4,0.16,0.2,0.5867031242189399
2beccce2-354608e2.jpg,car,11,7,6,0.5454545454545454,0.6363636363636364,0.864317884961817
2beccce2-354608e2.jpg,truck,1,0,0,0.0,0.0,
2beccce2-354608e2.jpg,all,12,7,6,0.5,0.5833333333333334,0.864317884961817
2c87e51d-aa7a8031.jpg,car,9,8,6,0.6666666666666666,0.8888888888888888,0.862599912142711
2c87e51d-aa7a8031.jpg,all,9,8,6,0.6666666666666666,0.8888888888888888,0.862599912142711
2ce0b449-e818dc97.jpg,car,6,4,4,0.6666666666666666,0.6666666666666666,0.7744490040027117
2ce0b449-e818dc97.jpg,all,6,4,4,0.6666666666666666,0.6666666666666666,0.7744490040027117
2cf976a2-479cd46b.jpg,car,10,7,7,0.7,0.7,0.7066164115439876
2cf976a2-479cd46b.jpg,truck,1,1,1,1.0,1.0,0.9367218512169037
2cf976a2-479cd46b.jpg,all,11,8,8,0.7272727272727273,0.7272727272727273,0.7353795915031021
2e2fae77-b7497ca0.jpg,car,10,8,7,0.7,0.8,0.8199004759489369
2e2fae77-b7497ca0.jpg,truck,1,0,0,0.0,0.0,
2e2fae77-b7497ca0.jpg,all,11,8,7,0.6363636363636364,0.7272727272727273,0.8199004759489369
2ead8042-2493c03f.jpg,car,8,6,6,0.75,0.75,0.7445993401970035
2ead8042-2493c03f.jpg,all,8,6,6,0.75,0.75,0.7445993401970035
