image,augmentation,level,snr_db,left_diff_px,right_diff_px,left_lost,right_lost
0049e5b8-725e21a0.jpg,motion_blur,1,34.44592085329751,12.0,1.0,False,False
0081e27b-17bf4a9e.jpg,motion_blur,1,33.80644094263624,16.0,3.0,False,False
00beeb02-50440dcd.jpg,motion_blur,1,32.63785863644935,4.0,0.0,False,False
00d4b6b7-7d0a60bf.jpg,motion_blur,1,31.727419685620255,88.0,21.0,False,False
01118704-2d838d7f.jpg,motion_blur,1,31.928194544186677,17.0,12.0,False,False
0115917e-14907a6a.jpg,motion_blur,1,34.11967516327224,13.0,4.0,False,False
02188a44-65ad27f3.jpg,motion_blur,1,33.00876867881709,23.0,6.0,False,False
02494b7b-079febf8.jpg,motion_blur,1,33.81631188034625,32.0,18.0,False,False
029ffd50-dc944dba.jpg,motion_blur,1,31.32668088292302,12.0,8.0,False,False
0464a98b-860229d5.jpg,motion_blur,1,29.396703713337242,53.0,4.0,False,False
051aadb7-51aad566.jpg,motion_blur,1,36.25710023168491,20.0,34.0,False,False
051aadb7-e953bc4d.jpg,motion_blur,1,30.76575561618236,0.0,2.0,False,False
05743a9b-747658e7.jpg,motion_blur,1,37.291134589624725,243.0,12.0,False,False
057af272-6f700aef.jpg,motion_blur,1,37.07269917702963,13.0,17.0,False,False
05d62296-30c620d5.jpg,motion_blur,1,32.20862169522035,161.0,1.0,False,False
05e5a68e-f0e05a42.jpg,motion_blur,1,30.6300216946698,124.0,15.0,False,False
05fa6494-8f436d04.jpg,motion_blur,1,31.076484866164257,32.0,5.0,False,False
060039d9-5218402b.jpg,motion_blur,1,32.665346785044356,19.0,15.0,False,False
064aa0d6-f75ff4d5.jpg,motion_blur,1,37.82734525509089,19.0,61.0,False,False
07de5062-ddddcbd7.jpg,motion_blur,1,39.96879986148418,8.0,11.0,False,False
088351d1-30833ddc.jpg,motion_blur,1,32.295454245698764,37.0,311.0,False,False
08a49c01-675d3899.jpg,motion_blur,1,37.51381198857085,2.0,6.0,False,False
08d4285a-4a25b9b6.jpg,motion_blur,1,30.54624110243251,5.0,17.0,False,False
09ac21d6-eefa8ed0.jpg,motion_blur,1,27.139250583212558,26.0,21.0,False,False
0a0a0b1a-7c39d841.jpg,motion_blur,1,38.93639096173193,64.0,9.0,False,False
0af6039a-f3c91319.jpg,motion_blur,1,32.096847599415646,14.0,12.0,False,False
0b2f5d0d-8fddc1fc.jpg,motion_blur,1,31.099165857680898,14.0,17.0,False,False
0b4225f9-bfb10f88.jpg,motion_blur,1,33.81127296795802,11.0,0.0,False,False
0ba08fe3-880ae118.jpg,motion_blur,1,34.455794150478674,1.0,2.0,False,False
0c2f33b9-f94d69b5.jpg,motion_blur,1,34.51637469808373,2.0,16.0,False,False
0c984e6d-2b5d7ee4.jpg,motion_blur,1,36.07368349716209,10.0,24.0,False,False
0cb67a01-7cf1687e.jpg,motion_blur,1,33.086547600414,35.0,22.0,False,False
0cc6f3e8-b4c9e348.jpg,motion_blur,1,30.75339546318586,1.0,4.0,False,False
0cf398b3-ce65ab64.jpg,motion_blur,1,27.330201533201475,4.0,43.0,False,False
0d3ec56a-f4cead6f.jpg,motion_blur,1,34.196019178928715,6.0,2.0,False,False
0d61234a-542010b2.jpg,motion_blur,1,35.8722439638963,41.0,32.0,False,False
