image,augmentation,level,snr_db,ref_count,cand_count,matched_count,matched_recall,retention_ratio,mean_iou_matched
0d574753-7aa1ad57.jpg,motion_blur,1,30.970192226979893,4,5,4,1.0,1.25,0.9810267687698908
0d588ff8-22e9ece9.jpg,motion_blur,1,29.511136033736797,8,8,8,1.0,1.0,0.9886919111725573
0d58d15a-6496522e.jpg,motion_blur,1,25.81901680163098,5,7,5,1.0,1.4,0.9930823019054392
0d5b19b3-df617a03.jpg,motion_blur,1,38.30054965288025,5,4,4,0.8,0.8,0.9729348354005282
0d5b19b3-fe488e51.jpg,motion_blur,1,38.29561174637777,2,2,2,1.0,1.0,0.9693247389085822
0d60205d-0e9f928a.jpg,motion_blur,1,32.87550782429988,10,11,10,1.0,1.1,0.9612325864821656
0d606092-4866137c.jpg,motion_blur,1,31.395558345391763,6,7,6,1.0,1.1666666666666667,0.9511509611480884
0d606092-486670ee.jpg,motion_blur,1,32.65767769785277,12,13,11,0.9166666666666666,1.0833333333333333,0.9643148253933735
0d62200b-85aeaa3d.jpg,motion_blur,1,32.97318678267774,8,8,8,1.0,1.0,0.9882641703566949
0d6822ce-741be0b9.jpg,motion_blur,1,40.980985993179345,15,15,15,1.0,1.0,0.9795249405114438
0d6ee1b1-00000000.jpg,motion_blur,1,33.95134582955101,6,6,6,1.0,1.0,0.9984767918466821
0d7731fe-e24a0b6c.jpg,motion_blur,1,27.340766622768594,1,1,1,1.0,1.0,0.9822899346506322
0d792952-00000000.jpg,motion_blur,1,32.58157431706827,6,6,6,1.0,1.0,0.9902656244965966
0d7b89dd-a640a130.jpg,motion_blur,1,29.146986885698162,5,5,5,1.0,1.0,0.994844967038264
0d7eace8-11f0784d.jpg,motion_blur,1,32.18426758313231,6,6,6,1.0,1.0,0.994305381727159
0d840e3e-1e1d6d69.jpg,motion_blur,1,38.38283681255575,1,1,1,1.0,1.0,0.9761904761904762
0d851a77-00000000.jpg,motion_blur,1,37.95289053435647,6,6,6,1.0,1.0,0.984364012253833
0d86c345-e1ec3588.jpg,motion_blur,1,35.47818640297084,14,14,14,1.0,1.0,0.9692756769190988
0d8c886e-00000000.jpg,motion_blur,1,31.971555032097744,6,5,5,0.8333333333333334,0.8333333333333334,0.9039016167997549
0d933eed-b74c36f8.jpg,motion_blur,1,24.535578836054015,8,7,7,0.875,0.875,0.9677518344382771
0d93653a-52e61ac9.jpg,motion_blur,1,38.16922783437915,6,6,6,1.0,1.0,0.9885361438670263
0da41df0-26725c58.jpg,motion_blur,1,32.934105039946,16,15,15,0.9375,0.9375,0.9537128410322501
0da7dd83-3aa63f46.jpg,motion_blur,1,25.814105449374264,3,3,3,1.0,1.0,0.9892866775126447
0dab617d-041fe342.jpg,motion_blur,1,35.1080993084541,7,7,7,1.0,1.0,0.9774539718083738
0daf9d2f-e0e6bc87.jpg,motion_blur,1,33.62385578956506,6,5,5,0.8333333333333334,0.8333333333333334,0.9767857142857143
0db65573-d735f9c8.jpg,motion_blur,1,32.23891922604887,3,3,3,1.0,1.0,0.9950808464089153
0db8d440-cdcfee2e.jpg,motion_blur,1,36.00828273930126,7,7,7,1.0,1.0,0.9843812060008288
0dc3d787-4982a6e6.jpg,motion_blur,1,34.494300929738394,11,11,11,1.0,1.0,0.9589559920650937
0dc5eff4-9ebc6928.jpg,motion_blur,1,31.16810828392349,5,5,5,1.0,1.0,0.9605579644569753
0dc639eb-fa07b4f8.jpg,motion_blur,1,32.15820902058342,4,4,4,1.0,1.0,0.9861111111111112
0dc6575e-6450c964.jpg,motion_blur,1,29.43875716129781,6,6,6,1.0,1.0,0.9905935347111817
0dca1cba-00000000.jpg,motion_blur,1,31.197340614431056,5,5,5,1.0,1.0,0.9859150951811557
0dca3d7c-931b1cb4.jpg,motion_blur,1,30.823177090694955,9,10,9,1.0,1.1111111111111112,0.977077158693667
0ddfea57-b0fe2cab.jpg,motion_blur,1,26.462904121117077,9,9,9,1.0,1.0,0.9611667809513474
0ddfea57-b0fe6132.jpg,motion_blur,1,26.729022882981607,9,9,9,1.0,1.0,0.9668332717924724
0de6314f-75a8269d.jpg,motion_blur,1,34.75297504433171,4,4,4,1.0,1.0,0.9912332966191281
0dee3467-8bd40000.jpg,motion_blur,1,31.888735698998893,6,6,6,1.0,1.0,0.91585388898535
0dee3467-8bd40001.jpg,motion_blur,1,31.56026788496202,2,2,2,1.0,1.0,0.996
0df15660-25ff1e6c.jpg,motion_blur,1,34.97031978402643,0,0,0,,,
0dfa5925-30d5c44a.jpg,motion_blur,1,39.9340881823334,0,0,0,,,
0dfdc506-c9265cf2.jpg,motion_blur,1,34.102289298666946,7,7,7,1.0,1.0,0.9631749154381193
0dffa115-18743b1b.jpg,motion_blur,1,40.04419025644333,2,2,2,1.0,1.0,0.9872161227252219
0e0158e0-41f51afb.jpg,motion_blur,1,26.462722318543527,2,2,2,1.0,1.0,0.9927836345381527
