img1,img2,method,n_keypoints_img1,n_keypoints_img2,n_good_matches,n_inliers,inlier_ratio,match_ratio,avg_match_distance,detect_time_sec,match_time_sec,visualization_path
00e9be89-00001475.jpg,00e9be89-00001480.jpg,orb,2000,2000,37,13,0.3514,0.0185,35.6757,0.055,0.0605,
00e9be89-00001480.jpg,00e9be89-00001485.jpg,orb,2000,2000,38,16,0.4211,0.019,34.9211,0.0407,0.0493,
00e9be89-00001485.jpg,00e9be89-00001490.jpg,orb,2000,2000,58,23,0.3966,0.029,33.2759,0.0334,0.0499,
00e9be89-00001490.jpg,00e9be89-00001495.jpg,orb,2000,2000,596,578,0.9698,0.298,19.9312,0.051,0.0284,
00e9be89-00001495.jpg,00e9be89-00001500.jpg,orb,2000,2000,789,777,0.9848,0.3945,16.0482,0.0587,0.0546,
00e9be89-00001500.jpg,00e9be89-00001505.jpg,orb,2000,2000,382,274,0.7173,0.191,25.5105,0.0632,0.0225,
00e9be89-00001505.jpg,00e9be89-00001510.jpg,orb,2000,2000,57,20,0.3509,0.0285,36.7018,0.0643,0.0502,
00e9be89-00001510.jpg,00e9be89-00001515.jpg,orb,2000,2000,56,23,0.4107,0.028,35.8393,0.0625,0.0653,
00e9be89-00001515.jpg,00e9be89-00001520.jpg,orb,2000,2000,40,12,0.3,0.02,39.7,0.0526,0.0638,
00e9be89-00001520.jpg,00e9be89-00001525.jpg,orb,2000,2000,86,38,0.4419,0.043,33.2093,0.0747,0.0541,
00e9be89-00001525.jpg,00e9be89-00001535.jpg,orb,2000,2000,24,7,0.2917,0.012,40.8333,0.0359,0.0204,
00e9be89-00001535.jpg,00e9be89-00001540.jpg,orb,2000,2000,22,10,0.4545,0.011,43.0909,0.0715,0.0497,
00e9be89-00001540.jpg,00e9be89-00001545.jpg,orb,2000,2000,32,12,0.375,0.016,37.4688,0.0608,0.0223,
00e9be89-00001545.jpg,00e9be89-00001550.jpg,orb,2000,2000,283,186,0.6572,0.1415,28.5477,0.0263,0.0557,
00e9be89-00001550.jpg,00e9be89-00001555.jpg,orb,2000,2000,356,339,0.9522,0.178,21.514,0.0232,0.0541,
00e9be89-00001555.jpg,00e9be89-00001560.jpg,orb,2000,2000,321,305,0.9502,0.1605,22.0997,0.0309,0.0508,
00e9be89-00001560.jpg,00e9be89-00001565.jpg,orb,2000,2000,472,416,0.8814,0.236,22.3771,0.0687,0.0501,
00e9be89-00001565.jpg,00e9be89-00001570.jpg,orb,2000,2000,66,44,0.6667,0.033,30.4091,0.0283,0.0524,
00e9be89-00001570.jpg,00e9be89-00001575.jpg,orb,2000,2000,71,28,0.3944,0.0355,36.493,0.0313,0.024,
00e9be89-00001575.jpg,00e9be89-00001580.jpg,orb,2000,2000,107,79,0.7383,0.0535,31.3551,0.0323,0.0223,
00e9be89-00001580.jpg,00e9be89-00001585.jpg,orb,2000,2000,64,32,0.5,0.032,36.5,0.0333,0.0541,
00e9be89-00001585.jpg,00e9be89-00001590.jpg,orb,2000,2000,26,7,0.2692,0.013,43.5769,0.0323,0.0475,
00e9be89-00001590.jpg,00e9be89-00001595.jpg,orb,2000,2000,18,4,0.2222,0.009,41.2778,0.0409,0.0525,
00e9be89-00001595.jpg,00e9be89-00001600.jpg,orb,2000,2000,26,11,0.4231,0.013,39.3077,0.0306,0.0546,
00e9be89-00001600.jpg,00e9be89-00001605.jpg,orb,2000,2000,163,91,0.5583,0.0815,32.4417,0.0531,0.0319,
00e9be89-00001605.jpg,00e9be89-00001610.jpg,orb,2000,2000,25,14,0.56,0.0125,41.12,0.0398,0.0483,
00e9be89-00001610.jpg,00e9be89-00001620.jpg,orb,2000,2000,16,5,0.3125,0.008,43.625,0.0304,0.0546,
00e9be89-00001620.jpg,00e9be89-00001625.jpg,orb,2000,2000,44,22,0.5,0.022,37.25,0.0615,0.0482,
00e9be89-00001625.jpg,00e9be89-00001630.jpg,orb,2000,2000,56,25,0.4464,0.028,35.6071,0.0616,0.0553,
00e9be89-00001630.jpg,00e9be89-00001635.jpg,orb,2000,2000,26,7,0.2692,0.013,44.1538,0.0507,0.0309,
00e9be89-00001635.jpg,00e9be89-00001640.jpg,orb,2000,2000,10,4,0.4,0.005,40.7,0.0302,0.0486,
00e9be89-00001640.jpg,00e9be89-00001645.jpg,orb,2000,2000,13,5,0.3846,0.0065,40.0,0.0268,0.0531,
00e9be89-00001645.jpg,00e9be89-00001650.jpg,orb,2000,2000,32,4,0.125,0.016,34.5,0.0354,0.0519,
00e9be89-00001650.jpg,00e9be89-00001655.jpg,orb,2000,2000,18,5,0.2778,0.009,39.4444,0.0328,0.048,
